diagnostic,postoutcome_secondary,cannot_reopen_arm_blind_gate,rows,unweighted_pooled_rate_30d,att_weighted_pooled_rate_30d,original_arm_blind_full_cohort_rate_30d,original_selected_primary
final_first_pair_common_support_pooled_30d_rate,True,True,2370142,0.921739288194547,0.9182543987499084,0.9248035225529592,log1p_rated_standard_games_within_30d
