model,cutoff,window,status,coefficient_percentage_points,standard_error_percentage_points,ci95_low_pp,ci95_high_pp,t_cluster,p_value_two_sided,rows,chooser_clusters
X_placebo_cutoff_m6_w0p5_chooser_fe_level_premium,-6.0,0.5,ESTIMATED,0.27879525635047,0.45973531236912607,-0.6222693983142888,1.1798599110152286,0.6064255863091554,0.5442321823306595,56472,2375
X_placebo_cutoff_m4_w0p5_chooser_fe_level_premium,-4.0,0.5,ESTIMATED,-0.3319604476039728,0.14754691722782262,-0.6211470914004177,-0.04277380380752799,-2.249863662630124,0.02445760123894121,142166,12397
X_placebo_cutoff_m2_w0p5_chooser_fe_level_premium,-2.0,0.5,ESTIMATED,-0.0694958714099213,0.047106711449122526,-0.16182332928032206,0.022831586460479465,-1.475285989449298,0.14013567154217293,881414,161949
X_placebo_cutoff_m1_w0p5_chooser_fe_level_premium,-1.0,0.5,ESTIMATED,0.1015996946911865,0.018765232454608864,0.06482051491863097,0.13837887446374203,5.41425185842731,6.154548728768381e-08,2981876,606098
X_placebo_cutoff_0_w0p5_chooser_fe_level_premium,0.0,0.5,ESTIMATED,0.23340933286295973,0.009965102336776785,0.2138780911806213,0.25294057454529817,23.42267294150599,2.5110024032241957e-121,8025008,1081003
X_placebo_cutoff_1_w0p5_chooser_fe_level_premium,1.0,0.5,ESTIMATED,0.13014794636548754,0.020875677647088843,0.08923237002432555,0.17106352270664954,6.234429778313661,4.5342666486367664e-10,2971614,603919
X_placebo_cutoff_2_w0p5_chooser_fe_level_premium,2.0,0.5,ESTIMATED,0.11439232262112659,0.05845323628497231,-0.00017391527722899949,0.22895856051948216,1.9569886954323454,0.05034879745600591,859560,155548
X_placebo_cutoff_4_w0p5_chooser_fe_level_premium,4.0,0.5,ESTIMATED,-0.13825730051010404,0.24963437284691634,-0.6275316805933037,0.3510170795730955,-0.5538391966353439,0.5796889004293211,129210,9665
X_placebo_cutoff_6_w0p5_chooser_fe_level_premium,6.0,0.5,ESTIMATED,0.6552546836571723,0.7572027928789703,-0.8288355193787514,2.139344886693096,0.8653622118400016,0.3868400147460057,52131,1706
