analysis,outcome,estimand,state_conditioned,exposure_common_support,standardization,fixed_effects,cluster,rows,clusters,treated_rows,control_rows,coefficient,standard_error,t_value,p_value_raw,weighted_treated_mean,weighted_control_mean,effect_relative_to_control_mean,coefficient_percentage_points,standard_error_percentage_points,matrix_rank,smallest_singular_value,absorption_iterations,absorption_last_adjustment,cluster_correction,sample_specification_sha256,control_count,control_names,postoutcome_secondary,censoring_rule,primary_family_reopened
A1_postoutcome_next_exposure_censoring_sensitivity,first_subsequent_kind_draw,A1_total_path_censored_at_next_qualifying_exposure,False,n_mercy>=5 and n_claimed>=20,ATT-style exposure-cell weights,exposure cell and exposure month,exposure chooser,641407,475231,18746,622661,0.012666924874874953,0.0015967379399986692,7.933001751612109,2.139114134305459e-15,0.04822362103915502,0.03484066561060639,0.36356724686163333,1.2666924874874954,0.15967379399986692,27,7.2375966570254775,8,2.2893201265544007e-12,1.0000426419203816,5977173a90c9ee6cb583011304e994780503736b3080270fd3b613b414aa7ee1,26,"[""exposure_eval_cp_z"",""exposure_eval_cp_z2"",""exposure_draw_payoff_z"",""exposure_draw_payoff_z2"",""exposure_win_premium_z"",""exposure_win_premium_z2"",""exposure_chooser_elo_z"",""exposure_chooser_elo_z2"",""exposure_recipient_elo_z"",""exposure_recipient_elo_z2"",""exposure_chooser_rd_z"",""exposure_chooser_rd_z2"",""exposure_recipient_rd_z"",""exposure_recipient_rd_z2"",""exposure_chooser_clock_s_z"",""exposure_chooser_clock_s_z2"",""exposure_recipient_clock_s_z"",""exposure_recipient_clock_s_z2"",""exposure_ply_count_z"",""exposure_ply_count_z2"",""exposure_material_advantage_z"",""exposure_material_advantage_z2"",""exposure_tc_base_s_z"",""exposure_tc_base_s_z2"",""exposure_tc_inc_s_z"",""exposure_tc_inc_s_z2""]",True,exclude first subsequent fair choice if it follows the next qualifying disconnection,False
A1_postoutcome_next_exposure_censoring_sensitivity,first_subsequent_kind_draw,A1_state_conditioned_censored_at_next_qualifying_exposure,True,n_mercy>=5 and n_claimed>=20,ATT-style exposure-cell weights,exposure cell and exposure month,exposure chooser,641407,475231,18746,622661,0.012695587295367525,0.0015926367533065447,7.971426798364188,1.5685279227760128e-15,0.04822362103915502,0.03484066561060639,0.3643899183000299,1.2695587295367525,0.15926367533065447,76,0.32821651676135155,8,2.8727641279576395e-12,1.000119048782757,e38867e720fc7c72ff7a30501fdd30d224a71fb56adc1892e59d71b5409a44a3,75,"[""exposure_eval_cp_z"",""exposure_eval_cp_z2"",""exposure_draw_payoff_z"",""exposure_draw_payoff_z2"",""exposure_win_premium_z"",""exposure_win_premium_z2"",""exposure_chooser_elo_z"",""exposure_chooser_elo_z2"",""exposure_recipient_elo_z"",""exposure_recipient_elo_z2"",""exposure_chooser_rd_z"",""exposure_chooser_rd_z2"",""exposure_recipient_rd_z"",""exposure_recipient_rd_z2"",""exposure_chooser_clock_s_z"",""exposure_chooser_clock_s_z2"",""exposure_recipient_clock_s_z"",""exposure_recipient_clock_s_z2"",""exposure_ply_count_z"",""exposure_ply_count_z2"",""exposure_material_advantage_z"",""exposure_material_advantage_z2"",""exposure_tc_base_s_z"",""exposure_tc_base_s_z2"",""exposure_tc_inc_s_z"",""exposure_tc_inc_s_z2"",""first_subsequent_eval_cp_z"",""first_subsequent_eval_cp_z2"",""first_subsequent_draw_payoff_z"",""first_subsequent_draw_payoff_z2"",""first_subsequent_win_premium_z"",""first_subsequent_win_premium_z2"",""first_subsequent_chooser_clock_s_z"",""first_subsequent_chooser_clock_s_z2"",""first_subsequent_opponent_clock_s_z"",""first_subsequent_opponent_clock_s_z2"",""first_subsequent_opponent_clock_s_missing"",""first_subsequent_chooser_elo_z"",""first_subsequent_chooser_elo_z2"",""first_subsequent_opponent_elo_z"",""first_subsequent_opponent_elo_z2"",""first_subsequent_chooser_rd_z"",""first_subsequent_chooser_rd_z2"",""first_subsequent_opponent_rd_z"",""first_subsequent_opponent_rd_z2"",""first_subsequent_delta_ms_z"",""first_subsequent_delta_ms_z2"",""first_subsequent_speed_code_1_vs_0"",""first_subsequent_speed_code_2_vs_0"",""first_subsequent_speed_code_3_vs_0"",""first_subsequent_speed_code_4_vs_0"",""first_subsequent_tournament_like_1_vs_0"",""first_subsequent_month_code_1_vs_0"",""first_subsequent_month_code_2_vs_0"",""first_subsequent_month_code_3_vs_0"",""first_subsequent_month_code_4_vs_0"",""first_subsequent_month_code_5_vs_0"",""first_subsequent_month_code_6_vs_0"",""first_subsequent_month_code_7_vs_0"",""first_subsequent_month_code_8_vs_0"",""first_subsequent_month_code_9_vs_0"",""first_subsequent_month_code_10_vs_0"",""first_subsequent_month_code_11_vs_0"",""first_subsequent_month_code_12_vs_0"",""first_subsequent_month_code_13_vs_0"",""first_subsequent_month_code_14_vs_0"",""first_subsequent_month_code_15_vs_0"",""first_subsequent_month_code_16_vs_0"",""first_subsequent_month_code_17_vs_0"",""first_subsequent_month_code_18_vs_0"",""first_subsequent_month_code_19_vs_0"",""first_subsequent_month_code_20_vs_0"",""first_subsequent_month_code_21_vs_0"",""first_subsequent_month_code_22_vs_0"",""first_subsequent_month_code_23_vs_0""]",True,exclude first subsequent fair choice if it follows the next qualifying disconnection,False
