model,estimand_class,variable,status,coefficient_pp,se_pp,statistic,p_two_sided_approx,ci95_low_pp,ci95_high_pp,covariance,n,rank,fixed_effects,clusters,drop_reason
main_fair_kind_1to3_01_match_cell_fe_only_HC1,confirmatory,is_kind_role,estimated,0.30566139502999906,0.017211269801777986,17.759375022894776,1.458495073663686e-70,0.27192792609031236,0.33939486396968577,HC1,995606,1,match_cell,,
main_fair_kind_1to3_02_plus_exposure_volume_HC1,secondary,is_kind_role,estimated,0.31094106902203295,0.017276712376301552,17.997698997903704,2.0308269611598052e-72,0.2770793349932245,0.3448028030508414,HC1,995606,3,match_cell,,
main_fair_kind_1to3_02_plus_exposure_volume_HC1,secondary,log_fair_opps,estimated,-0.015915968183134205,0.04861672096667236,-0.3273764224873349,0.7433831969616873,-0.11120299032424535,0.07937105395797694,HC1,995606,3,match_cell,,
main_fair_kind_1to3_02_plus_exposure_volume_HC1,secondary,log_total_opps,estimated,0.1840897172683923,0.01788316528744017,10.294023139051536,7.497670251806943e-25,0.14903935737543267,0.21914007716135192,HC1,995606,3,match_cell,,
main_fair_kind_1to3_03_plus_profile_tenure_HC1,secondary,is_kind_role,estimated,0.2860903867005166,0.017168314017400967,16.663860319105844,2.400200730264914e-62,0.2524411095511366,0.31973966384989666,HC1,995606,7,match_cell,,
main_fair_kind_1to3_03_plus_profile_tenure_HC1,secondary,log_fair_opps,estimated,0.002018081262577215,0.04852092743122527,0.04159197627534412,0.9668239697132202,-0.09308118899910588,0.0971173515242603,HC1,995606,7,match_cell,,
main_fair_kind_1to3_03_plus_profile_tenure_HC1,secondary,log_total_opps,estimated,-0.09943056818581114,0.019143837554323594,-5.193868152279372,2.0596903533541028e-07,-0.13695180031817072,-0.061909336053451544,HC1,995606,7,match_cell,,
main_fair_kind_1to3_03_plus_profile_tenure_HC1,secondary,account_age_days_at_query,estimated,0.20927771458365899,0.011041795066079026,18.953232996197432,4.1526903504518704e-80,0.18763619392947203,0.23091923523784594,HC1,995606,7,match_cell,,
main_fair_kind_1to3_03_plus_profile_tenure_HC1,secondary,days_since_seen_at_query,estimated,-0.13702075825727625,0.003522954235664236,-38.893709395984146,0.0,-0.14392562167836098,-0.13011589483619151,HC1,995606,7,match_cell,,
main_fair_kind_1to3_03_plus_profile_tenure_HC1,secondary,log_playtime_total,estimated,0.2955143204332821,0.012639989586399964,23.379316763934806,6.938639858661732e-121,0.2707403960789768,0.32028824478758733,HC1,995606,7,match_cell,,
main_fair_kind_1to3_03_plus_profile_tenure_HC1,secondary,play_time_total_seconds__missing,estimated,-0.14401376837941818,0.01816856777431697,-7.926533900101667,2.2534714619663988e-15,-0.1796235068677545,-0.10840402989108186,HC1,995606,7,match_cell,,
main_fair_kind_1to3_03_plus_profile_tenure_HC1,secondary,account_age_days_at_query__missing,dropped,,,,,,,HC1,995606,7,match_cell,,zero_after_fixed_effect_absorption
main_fair_kind_1to3_03_plus_profile_tenure_HC1,secondary,days_since_seen_at_query__missing,dropped,,,,,,,HC1,995606,7,match_cell,,zero_after_fixed_effect_absorption
main_fair_kind_1to3_04_plus_board_state_HC1,secondary,is_kind_role,estimated,0.28638515949041765,0.017201087030930432,16.649247746694684,3.0642981267237063e-62,0.252671648414855,0.3200986705659803,HC1,995606,12,match_cell,,
main_fair_kind_1to3_04_plus_board_state_HC1,secondary,log_fair_opps,estimated,-0.18210321746595703,0.06138799317208619,-2.966430535617532,0.003012784105470787,-0.3024214731664367,-0.06178496176547736,HC1,995606,12,match_cell,,
main_fair_kind_1to3_04_plus_board_state_HC1,secondary,log_total_opps,estimated,0.12436518060211821,0.04811042332581791,2.584994518960698,0.009738054543662665,0.03007048360253939,0.21865987760169703,HC1,995606,12,match_cell,,
main_fair_kind_1to3_04_plus_board_state_HC1,secondary,account_age_days_at_query,estimated,0.2074794071462965,0.011065086695217998,18.75081622595537,1.9064250683383863e-78,0.18579223573785592,0.2291665785547371,HC1,995606,12,match_cell,,
main_fair_kind_1to3_04_plus_board_state_HC1,secondary,days_since_seen_at_query,estimated,-0.136370881484835,0.0035130812481089417,-38.818026642065895,0.0,-0.14325639420589156,-0.12948536876377845,HC1,995606,12,match_cell,,
main_fair_kind_1to3_04_plus_board_state_HC1,secondary,log_playtime_total,estimated,0.2937524583284443,0.012851837631700128,22.856844814462907,1.2493972569032872e-115,0.26856331943515555,0.3189415972217331,HC1,995606,12,match_cell,,
main_fair_kind_1to3_04_plus_board_state_HC1,secondary,play_time_total_seconds__missing,estimated,-0.1496131652892917,0.01825278137964914,-8.196732441889774,2.4700939946984623e-16,-0.18538795941108732,-0.11383837116749607,HC1,995606,12,match_cell,,
