control_slot,sample,estimand_class,treatment,bot_policy,status,treated_n,control_n,treated_successes,control_successes,treated_rate_pct,control_rate_pct,gap_pp,unpooled_se_pp,ci95_low_pp,ci95_high_pp,pooled_z,pooled_p_two_sided,relative_ratio,relative_lift_pct,fe_coefficient_pp,full_coefficient_pp
1,main_fair_kind_control_slot_1_1to1,sensitivity,is_kind_role,include,estimated,248895,248895,1577,836,0.6336005142730871,0.3358846099760943,0.2977159042969927,0.019683737048043215,0.2591364886016712,0.33629531999231416,15.121494352892878,1.1686029318385418e-51,1.8863636363636362,88.63636363636363,0.29771590429699285,0.2564748433212403
2,main_fair_kind_control_slot_2_1to1,sensitivity,is_kind_role,include,estimated,248894,248894,1577,779,0.633603059937162,0.3129846440653451,0.32061841587181694,0.0194502205880313,0.2824966840279161,0.35874014771571777,16.479553196220902,5.146378255890767e-61,2.024390243902439,102.4390243902439,0.3206184158718177,0.28156866582734486
3,main_fair_kind_control_slot_3_1to1,sensitivity,is_kind_role,include,estimated,248887,248887,1577,833,0.6336208801584655,0.33469004005833974,0.2989308401001257,0.01967214504945569,0.26037414430454464,0.33748753589570685,15.192117047638037,3.988279046567368e-52,1.8931572629051618,89.31572629051618,0.2989308401001257,0.2571987211104949
