model,estimand_class,variable,primary_term,status,coefficient_pp,se_pp,statistic,p_two_sided_approx,ci95_low_pp,ci95_high_pp,covariance,opportunities,collapsed_rows,chooser_clusters,rank
patron_by_five_bin_desert_gradient,appendix_secondary,month_2024_10,False,estimated,-0.1702708148443044,0.017230045135850986,-9.882203644958402,4.9727140458382624e-23,-0.20404108276257188,-0.13650054692603691,HC1,32858962,29562512,1305683,55
patron_by_five_bin_desert_gradient,appendix_secondary,month_2024_11,False,estimated,-0.1903788017498016,0.017372784748157486,-10.958450502300312,6.052679279786137e-28,-0.22442883416735704,-0.15632876933224615,HC1,32858962,29562512,1305683,55
patron_by_five_bin_desert_gradient,appendix_secondary,month_2024_12,False,estimated,-0.1326387290032578,0.017241603582312547,-7.692946214082223,1.437849691592768e-14,-0.16643165106030716,-0.09884580694620843,HC1,32858962,29562512,1305683,55
patron_by_five_bin_desert_gradient,appendix_secondary,month_2025_01,False,estimated,-0.08408249285908553,0.0172912621840403,-4.862715744180493,1.1578606762496213e-06,-0.11797274398704391,-0.05019224173112715,HC1,32858962,29562512,1305683,55
patron_by_five_bin_desert_gradient,appendix_secondary,month_2025_02,False,estimated,-0.0895329937291045,0.017607803849284235,-5.084847292454593,3.679219685522204e-07,-0.12404365512054732,-0.05502233233766168,HC1,32858962,29562512,1305683,55
patron_by_five_bin_desert_gradient,appendix_secondary,month_2025_03,False,estimated,-0.07238723674382541,0.01721222586146515,-4.205570931176685,2.6042389367932464e-05,-0.10612257952606602,-0.03865189396158481,HC1,32858962,29562512,1305683,55
patron_by_five_bin_desert_gradient,appendix_secondary,month_2025_04,False,estimated,-0.0805561330352198,0.017415301327509795,-4.625595131562302,3.7352431213060265e-06,-0.11468949641705159,-0.04642276965338801,HC1,32858962,29562512,1305683,55
patron_by_five_bin_desert_gradient,appendix_secondary,month_2025_05,False,estimated,-0.12936918464418312,0.017195269473895856,-7.5235334253166855,5.3315361930355285e-14,-0.16307129351748,-0.09566707577088623,HC1,32858962,29562512,1305683,55
patron_by_five_bin_desert_gradient,appendix_secondary,month_2025_06,False,estimated,-0.08105611777041233,0.017395603456148226,-4.659574930800358,3.168630367978067e-06,-0.11515087403380334,-0.046961361507021314,HC1,32858962,29562512,1305683,55
patron_by_five_bin_desert_gradient,appendix_secondary,month_2025_07,False,estimated,-0.1103754676229336,0.017274032729480502,-6.389675726071929,1.6623790203440705e-10,-0.1442319496404815,-0.0765189856053857,HC1,32858962,29562512,1305683,55
