model,estimand_class,variable,status,coefficient_pp,se_pp,statistic,p_two_sided_approx,ci95_low_pp,ci95_high_pp,covariance,n,rank,fixed_effects,clusters,drop_reason
five_bin_chooser_min4_exposure_HC1,postcertification_secondary,log_eval_roughly_equal_opps,estimated,0.2219961963151926,0.04042460503227573,5.491610768687705,3.982843998386976e-08,0.14276542636267553,0.3012269662677097,HC1,100904,10,match_cell,,
five_bin_chooser_min4_exposure_HC1,postcertification_secondary,log_eval_modestly_worse_opps,estimated,0.17133725048464993,0.0379620926086247,4.5133773907322325,6.380334135441053e-06,0.09693291619397132,0.24574158477532854,HC1,100904,10,match_cell,,
five_bin_chooser_min4_exposure_HC1,postcertification_secondary,log_eval_clearly_worse_opps,estimated,-0.0923487849495552,0.03570939394918004,-2.586120197978765,0.009706307575662302,-0.1623379109997006,-0.0223596588994098,HC1,100904,10,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,ever_kind_eval_clearly_better,estimated,0.24027539476852763,0.10329170021965389,2.3261829775051868,0.020008791377902353,0.03782738243609801,0.44272340710095726,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,ever_kind_eval_better,estimated,0.3071777335161487,0.13338632467068548,2.302917741189233,0.021283471762979185,0.04574534113143869,0.5686101259008587,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,ever_kind_eval_roughly_equal,estimated,0.1169489195740192,0.09515704905036537,1.22900952416168,0.21906823513164733,-0.06955546943980828,0.3034533085878467,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,ever_kind_eval_modestly_worse,estimated,0.038758091056381616,0.1549572418770516,0.2501211985118683,0.8024936228536306,-0.26495252216630133,0.34246870427906456,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,ever_kind_eval_clearly_worse,estimated,-0.21294609300300227,0.07145704562167923,-2.9800573358492857,0.00288194435529827,-0.3529993288631291,-0.07289285714287541,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,log_eval_clearly_better_opps,estimated,-0.14779069422489188,0.12294979781223983,-1.2020409700110877,0.22934765504323745,-0.3887678698433635,0.09318648139357971,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,log_eval_better_opps,estimated,-0.06239611465577166,0.12882055588060107,-0.48436458164024904,0.6281271500250057,-0.3148797646501792,0.19008753533863587,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,log_eval_roughly_equal_opps,estimated,-0.18248976809510253,0.20463741229625423,-0.8917712848660905,0.3725155359375845,-0.5835717260852349,0.21859218989502976,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,log_eval_modestly_worse_opps,estimated,-0.22377976052994075,0.1758249642824711,-1.2727416805865406,0.20310972196423846,-0.5683903581066255,0.12083083704674402,HC1,100904,46,match_cell,,
