model,term,effect_pp,se_pp,t_cluster,p_value_two_sided,rows,chooser_clusters,design_columns_after_absorption,epistemic_label,contrast,raw_loss_streak_rate_pct,raw_win_streak_rate_pct,effect_relative_to_raw_win_streak_mean_pct
C1_secondary_streak3_loss_minus_win,loss_streak3_vs_win,0.2038376355648381,0.20682632734959047,0.9855497517020613,0.3243707212662905,27511,14352,206,S,three_or_more_consecutive_losses_minus_three_or_more_consecutive_wins,2.847062684607811,2.029628662794492,10.043099967074001
